TransactionNumber,LineNumber,InvoiceDate,AccountingDate,PostingDate,VendorName,VendorCountry,VendorVatId,CustomerName,CustomerCountry,CustomerVatId,Currency,BaseAmount,TaxAmount,TaxRate,ShipToCountry,ShipFromCountry,LineDescription
0327721043,4503,2026/11/09,2019-09-11,20171105,Limited SpA S.A. Partners B.V.,,BRGX,Trading BV TradingTrading BV TradingTrading BV TradingTrading BV Trading,AE,6KG2ODOWD45WMIP_YCJ84UGC3,,81786.00,€20444.71,25.0,Holland,Italy,©Manual journal entry🚀€
[*$!)$)\, ,01/05/1915 (local),31.03.2024,13.02.2018 (local),Co Limited,XX,W_S-AP5UX,"😀Sarl GmbH /*test*/
©",Norway,VATZMC3UQXXR, USD,"£- 123,45",   123   ,100,UAE,AE,N/A
NaN,488,9999-99-99,2019/06/05,null,Holdings LLC SpA B.V. &,XX,XXG6,Oy Co Oy Oy,India,	©0KYMX0UBT,USD, ,"469,307.00??",twenty one percent,IRL,JP,Export zero-ratedtab	inside
0269377242,104,20241022,   ,2026/99/01,NV Co S.A. SarlNV Co S.A. SarlNV Co S.A. SarlNV Co S.A. SarlNV Co S.A. Sarl™,BE,BE76681945545591H,SpA NV Partners Oy S.A.,N L,FRORX4N9E4T5OD4H,PLN,443 928.70,44392.87,0.1,Canada,🇳🇱,Freight charges
0713649522,j,2019/01/29,2072-10-31,2026/99/01,LLC B.V.,GB,GBOEZJ0L8ZZGWV,,123,UNKNOWN,GBP,302474.12,0.00,0,SE,ZA,N/A
)[,163,07/26/2015,20-Feb-2021,02/20/2015,B.V. Oy Limited,SE,2L8CBQ,"K.K.
Global",Brazil,BRV33RZ9SX,PLN,0.0004565667216812261,GBP 14321.11,,IE,BEL,N/A
000787107196,j8Wv,'2025-07-23',1/1/1,2020-12-12,®™Global Inc,PL,O,"&
GmbH
Trading",JP,F-32Q6X.6A57.GXHZNTHX3RXQ,CAD,ten%,485663.93,100,IT,???,Intra-EU acquisition;DROP TABLE T;
402894330,231,2018/03/04,18/05/2017,28.09.2096,   ,Norway,€🚀G,Sarl Limited S.A. BV GmbH,GB,DSL,INR,107263.63 EUR,1e309,0.25,XX,CA,Software license
%@}!(#],2140,   ,23-May-2027,20240427,LLC Co,NO,NOXDSH1OC3,NV GmbH Global Sarl B.V.,JP,JPIM4S2,EUR,,12..34,21%%,XX,NL,Rounding diff | m8YFMh76a64xFMPIv q56Jhth9Jzm92zKaga26FK0oUGcupAjSelQ2
%/:|}$!;(!,S1,20250903,20210628,2026-2-30,		🚀Global NV Trading &,GB,₹®GBH7ZI0TW9H0@8HU,Partners S.A.,🇳🇱,©🚀®NKNY-6,eur,"£- 123,45",298890.17,"0,21",BR,NLD ,Import VAT
TXN-JpBUikU2Mv5RMllb,3342,2026-12-32,08/14/2026,"20151129""","Holdings , LLC , Partners , Sarl",GB,GBMN1RN GBMN1RN,Trading HoldingsTrading HoldingsTrading HoldingsTrading Holdings,IRL,ES3TPE46QS ES3TPE46QS,AUD,451414.85 EUR,"206,438.66",0,Italy,Netherland, 
(.://|}]],1920,null,'09.10.2017',2020-10-03,™®Oy	Global	&	GmbH®,DE,DEOZTOYYCE,£₹LLC Sarl BV©©,ES,8BQF61QOU,US$,"445,912.97 ", (123.45) ,0,JP,FR,Freight charges
877274805,-42,2026-2-30,N/A,2027-10-08,LLC & GmbH,Germnay,8C-VUAHLS,"K.K. , Global , Global , SpA , K.K.""",IT, ,PLN,463887.94,--123,9999,CHN,SE,N/A
.&[;<&||<*|\,480,2026-00-10,17.06.1910,2026-12-32,"SpA S.A. S.A. Global""",PL,PL7QRNYOOOPII7CH28ZEO4,GmbH SpA LLC Partners',CN,UNKNOWN,PLN,one hundred,0xFF,100,NL,FR,Manual journal entry | O2e myHhUG8fPTUHRwJum8EE7VYapWd
0501740079,,1971/06/18,,2026-04-31,NV B.V. B.V. K.K.,123,DE06301427,S.A. BV S.A. S.A. Partners,Ireland,JHP3IEVPN-QJ37D,CNY,€45 032.70??,"473885,23",9999,,BR,"🚀₹Exempt supplyline
break"
NaN,ejm,2018-05-14,"May 35, 2026",2016-03-26,Trading B.V.,CHN,6W98GW,& NV Oy,JP,UT1SJI5DX.YIX8CQ347XKE4X9,CAD,€201 531.08,7.69,0%,JPN,DE,Payment fee
"(;.()\,);[{}",ieKYWw,27/05/2024,2026-12-32,,Limited SpA,Spain,NOVJ5Y@,BV Sarl S.A.,CA,087WKT,CNY,812908849636.7349,€81282755875177.11,9999,BR,FR,Intra-EU acquisition | uZrm5D1f5Nl8mZMqJsTjlLhxsoMKwR37sR0pORMrVOEowbj55uJpLh8sGLS8
TXN-xcVmelPkTDo3TTYajY02Jx,30,23/06/2018,20270821,13/13/2013,€©Partners NV€		,Holland,,SpA TradingSpA TradingSpA Trading,NL,Q4154C7M0,PLN,308333.35,21583.33,0.07,ES,NO,Rounding diff
?>{,241,2025-05-19,17/06/2017,23/01/2022,Trading Sarl & Inc,CA,CAOZBUI1Z8,"K.K.
Oy
Trading
Global",ZA,AYNIFV4SDLMMKY9,EUR,,--123,,JP,ES,"Freight chargesline
break"
000970059769,370,2026-00-10,20260731,04/19/2024,"&
LLC",IN,INIPM12ZFWG0,,JP,Q4NWNHE1S,€,N/A,"1,2,3",2 1 %,123,GB,Manual journal entry
000964639565,-10,18/09/2025,2027-12-13 11:41:00,04/15/1915,™🚀£Holdings Limited --©,BR,VATBRJ8CZV4D283DYYWU4MQWT,Holdings K.K.,NL,7YSKXGQVZ,,0.00027031088617003607,€0.00,0.07,ZA,DE,Adjustment / credit note
000440018074,j7k2Q,2015-01-02,31/02/2026,11.09.2020,GmbH K.K.,Norway,O,BV Sarl Limited Trading GmbH,United Kingdom,P P,eur,280522.86%,-2.796.41,VAT21,IND,BE,Adjustment / credit note
{;\>\&,276,20210320,"May 35, 2026",2026-05-08T25:61:61,B.V.  Trading  IncB.V.  Trading  IncB.V.  Trading  Inc,IN,INFO7EAK68FSTDYR INFO7EAK68FSTDYR,r/z56fbhq,???,_THDE-H1FEOGFB3G-YQBN9L_N,SEK,"178863,60",17886.36,0.1,Nederland,SE,"£	Adjustment / credit note""unclosed©"
852852895,360,2015-09-22,13/08/2022,09.04.2022,Co K.K.,DE,UNKNOWN,Holdings Limited,NLD,UNKNOWN,PLN,"110933,07",   123   ,-,BE,POL,Consulting services | 9lFcmSQHwJQt9P6eiMHStmVE8Aapri3En65R7cjj9Tm
000162106279,4917,20170828,18-Jul-2016,29.05.2017,Oy SpA K.K. B.V. OR 1=1,United States,BVYAW1N_H,SpA Partners S.A. /*test*/,,VATVCZJEPVQH,AUD,108421.80,5421.09,0.05,DE,DEU,"😀Import VAT | G5WkS638QlYYO6FvVBcGEUJDH2FQmvayIoLocfQSmxpSX5jX
€"
345897524,59,10/31/1977 (local),2019/02/12,2026-04-31,Co Sarl Global Global BV --,IN,LF9,BV BV S.A.,FR,HG8/0.BF/,SEK,"1 234 567,89",nan,NaN,IN,BRA,Export zero-rated
777854387,24.19,05/02/2021,"May 35, 2026",2026/99/01,W,SE,SEP177P,"K.K. , Global , Sarl , Oy",PL,VATPL3RA048CH,AUD,-337270010568.87744,-70826702219.46,2 1 %,United States,DE,Office supplies
90TyYVxNLYXkaxyilF,q5,2027-02-08,1953-07-01 17:27:28,2026-05-08T25:61:61,K.K. S.A.,IE,IE@P,X8s9AK5,Australia,VATIN8OGVH,PLN,"212222,41",44566.71,"0,21",CN,CN,Consulting services
000000,337,1987/07/22,2015-03-29,null,,South Africa,GB93968993810??,LLC Sarl Global,IE, ,GBP ,372805.95,93201.49,0.25,GBR,ESP,Freight charges | 67CAibIfogUozJIF20WN9S9gs0B
132918437,EOZcj,07/02/2019,01/27/2018,20271013,"BV , Oy , Holdings",Netherlands,/BAPNB,Partners SpA GmbH Trading,IT,IT612125035959DZ,DOLLAR,439345315018.6957,"1,2,3",,IE,ES,Import VAT€
>/?^],336,"20-May-2019""",1933/03/24 +02:00,2026/11/22,Oy Global,Italy,F2N F2N,BV Inc Co &,France,VATW.SGBQ0EPNMSA._D2K4/-8Q.R,CHF, (123.45) ,312590.46,9.0%,NL,BE,Export zero-rated
000891299199,320,2026-13-01,12/01/2027,   ,IRZwUnx/0qfJua/,SE,SENSRYQVAT,Co  S.A.,AE,AEA6DL1GIV,CHF,0xFF,-830689525665.2434,0.09,N L,United States,Adjustment / credit note
168180798,124,   ,29/11/2024,20/07/2017,SpA Holdings,Ireland,D5IVMJEUG,"NV
GmbH",IRL,VATM.OZRA,CHF,"435623,37",108905.84,0.25,SE,PL,"Export zero-ratedline
break"
0368414735,206,2018-07-08,20160901,20180610,BV B.V.,BR,BRG8K5X,🚀₹Co & B.V.©🚀£,IND,DEE1X1,CNY,"1,2,3",0xFF,100,Spain,Holland,"Consulting services | hvjwbosSUIT3aFzdHufQxJ8z89zoe56gHAxkL1IWM64oCjjL5T""unclosed"
984221041,16,2026/99/01,"May 35, 2026",N/A,B.V. Partners S.A. SpA,ES,ESJBLCS,Limited S.A.,,B,EUR,1e309,inf,2.840482288650664,NLD,BE,"Import VATcomma,insideImport VATcomma,insideImport VATcomma,insideImport VATcomma,insideImport VATcomma,insideImport VATcomma,insideImport VATcomma,inside"
|\),OUZIu,24.07.2023,,30/07/2025,Oy Holdings,Germnay,VATNU7ABQXLYS71SRV,S.A. Limited Sarl GmbH K.K.S.A. Limited Sarl GmbH K.K.S.A. Limited Sarl GmbH K.K.,NLD ,JHM,NOK,408822.70,20441.14,0.05,Holland,ZA,Adjustment / credit note
138637588,100,11/30/2015,'20271001',2021-03-07 21:39:46,"€K.K. B.V. Inc LLC Trading""K.K. B.V. Inc LLC Trading""K.K. B.V. Inc LLC Trading""K.K. B.V. Inc LLC Trading""K.K. B.V. Inc LLC Trading""K.K. B.V. Inc LLC Trading""	",South Africa,3EQ.UYR3K,"	🚀
Inc TradingInc Trading©
",CA,CADPI2NECERB67VAT,JPY,-978626192515.9006,-978626192515.90,100,BEL,BR,"€	Payment fee | cHr8f5Lv42S1UiydSaVExcRHgeTgLrqp3b6YGQmM2FljOWWAbdvdH""unclosed™"
;&;@/},160,14-Mar-2024,25-Jan-2024,2026-12-32,LLC SpA Sarl BV Oy,BE,BE236782294619??,"&
Co'",CN,RDH/2Y.6BVAT,PLN,454.580.67,307923.42,3.031625304268581,United Kingdom,DE/FR,Office supplies
861302572,471,2018-01-06 17:45:30,9999-99-99,03/19/2015,Limited Trading Inc Co Inc,NL,XDC-DI,Oy B.V. SpA,,59-299OBHJ2KEYDMOYZVZ/-V3,USD,1e309,inf,20.0,NLD ,BR,Freight charges | 1cS4zo464k7TwvNc8QbTDuBGFgmZeX
0506258582,136,2026-13-01,17-May-2024,07/02/2021,SpA B.V. LLC Co Partners,DEU,GN21PRH.6AR9_AE-CO8V3UD1- GN21PRH.6AR9_AE-CO8V3UD1-,™LLC Global Partners,SE,UNKNOWN,USD,"251519,79??",354879.01,0.2,BEL,CN,Freight charges
611628390,233,2026.05.08.12.99.00,N/A,2018-11-15 07:14:00,BV  Holdings,ZA,,Co	B.V.	Inc	NV,Norway,CAPVPNMVAT,,-396283368657.28625,"197852,87",,CN,DE/FR,Reverse charge applies
TXN-VS2o,Sgw,2026-05-08T25:61:61,2017-08-01 05:32:04,2024/12/25,   ,ESP,😀😀AEGJ2E7,Trading Limited BV Global Partners,NLD ,ITUC,SEK,369096.73,369089.57,100,NO,AE,Reverse charge applies
,182,2023-04-15,2017-02-25 07:02:43,2026.05.08.12.99.00,"😀
Limited
S.A.
Oy
B.V.
LLC₹	😀",PL,PLET,,PL,, USD,"£- 123,45",,1.7571419630690652,,???,Software license
.), ,02/01/2021,2023-05-17 11:37:34,18.01.2018,"Oy Sarl SpA Sarl",CN,CNQVTHTF4XEYBQ,Co  Partners,ZA,ZA5IJWLOT6GE1@NR6RN97X,AUD,-745293421503.7712,0.000945366643966272,0,  ,Norway,"Intra-EU acquisition""unclosed"
0303119870,474,2026/99/01,2026-04-31,1/1/1,Partners Co K.K.,AE,,qWkmi0-TsD72lnSbCo5yEj0Dp,PL,PL7ACPN,E_U_R,640068155606.3726,€134414312677.34,2 1 %,,CA,Exempt supply
273615495,183,24-Dec-1964 GMT+2,2026.05.08.12.99.00,1/1/1,,ESP,7V6P4YK_K2HQIG..O5T/YYYOY,   ,United States,PL 6085530,SEK,1e309,inf,21.0%,India,CA,Freight charges
152617613,298,2019-09-20 12:47:25,09.04.2022,2021-03-11 08:42:48,"BV K.K.""",SE,Q4IXTJ8NE475FSF,B.V. Partners SpA Limited K.K.,NO,NOGZM9O4X53BK2CRFCO723,CNY,N/A,--123,21.0%,US,???,"©😀
Export zero-rated	"
0354898803,161,'21/06/2018',,'2018/01/16',Global B.V.,India,BEPOLSLYBT0M,NV K.K.,US,USMH3TLV2GB906,CNY,USD 56238.34,€5061.45,9.0,NLD ,UAE,"Intra-EU acquisitioncomma,inside"
($!]*^)}#$,5nSFuh,02-Feb-2024 UTC,2085-12-03,1/1/1,"K.K. , Limited , Co , Inc , Co",Germnay, ,GmbH LLC NV Holdings,Sweden,342914503B50,SEK,275638.93,27563.89,10.0%,DEU,FRA,Software license
$)|%>],201,2025-07-18 09:22:58,9999-99-99,2026-05-08T25:61:61,Inc Limited Trading GmbH Oy,Japan,PLJ0R0PB99J7KN,S.A. LLC SpA Limited,BR,GX9KHQHQ/__DUB1,USD,-908543597539.8466,0.0003575288416717608,VAT21,IRL,,£Reverse charge applies€©
000383317451,ZxF,20160927 +02:00,2026-04-31,N/A,Co Limited BV Inc,IE,IE2S0YU,NV Inc GmbH Global GmbH,IT,IT62258185931,NOK,"429910,99 EUR",,-1.17562665248742,USA,CN,Intra-EU acquisition
^?.|;@%]$[<@,145,2026-12-32,2027-08-01 09:19:51,20170103,Partners NV',Canada,H,"K.K. , S.A. , Sarl",CHN,SOHW1P,USD,, (123.45) ,100,XX,China,Software license
jLz9JyVfFncaERH,vm0i,2026-13-01,2020-04-20 20:22:00,03/10/1998 +02:00,Trading BV,IT,3U1DZ.,NV Holdings Trading GmbH Inc,,KAN KAN, USD,€384926.80,   123   , 0.2100 ,N L,ZA,Manual journal entry | gnFNZXBPVqqT
0380018270,2,06/06/2019,20/12/2015,29/02/2025,& Trading Trading,IRL,3EC4RJAB66_TMKQ3PYOD8KRG/,BV Holdings K.K.,NLD ,9W226-,PLN,0.0001852086180925202,1e309,0,IND,NL,Exempt supply
938339918,316,12-Oct-2023,2026-00-10,9999-99-99,"🚀SpA Global BV	",GBR,V1G264NE.YSQYOQ,Global Co Limited Inc &,SE,SERPVAT,CAD,266038.91,130285.11,"21,0%",NO,Belgium,Office supplies
"@{^|,,(%",one,null,2021-08-12,00/00/0000,LLC LLC Limited,CA,CA6007QYV6EHBX,&  &  NV  Global;,ESP,N,0,496876392776.8469,49687639271.24,10.0%,JP,DE/FR,N/A
{?>/!$|}@?,-2,2027/09/09,2023-08-07,2026-05-08T25:61:61,Limited Global Inc,CA,CA8Y,S.A. Sarl GmbH GmbH,GB,DEKMVYUHXYGOTLDL.V7NVX4VY,E_U_R,NULL,--123,"0,21",IN,Holland,Exempt supply
,Q,2024/02/01 (local),20201201,11-Feb-2020,"®
🚀GmbH Global😀™",JP,JPFT6X8,NV Global SpA Holdings,Holland,2OX966-XG8B.VMMO-_G-9EUQV,USD,0.0008009906293016199,0.08,9999,DE,,ReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursementReimbursement
67646484,224,20250630,2025/04/04,"03/26/2018 (local)""",Co  LLC  S.A.  S.A.,SE,SEZ5R9M,B.V. Sarl BV,DE,DE6324387870UG,PLN,221460.38,46507.91,"0,21",N L,JP,Office supplies
857126859,337,2020-06-13,2016-06-19Z,07/30/2025Z,S.A. LimitedS.A. LimitedS.A. LimitedS.A. Limited,United States,PL9ALZX25MPE10O2,😀®₹Sarl Sarl Sarl Limited &,AU,5,INR,283822.53,, ,AUS,China,Adjustment / credit note
",#*,$%|[",19,N/A,2026-12-32,2026-12-08 05:35:04,Co Co K.K. Co,DE,DE-0766588235-U,K.K. K.K. Sarl Global,Japan,CNFFVAT,PLN,458 759.43%,"1,2,3",6.64483854335717,Holland,China,Reimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjGReimbursement | XsLPFen2hCYWUFNN306Hj9W469MdJVHlviKeQxurjG
.{>}/#/,,2015-01-26 03:09:23,03/11/2019,2024-01-11 +02:00,BV  S.A.  &,Ireland,ISL,& Global GmbH Limited GmbH;,Germnay,R,, (123.45) ,"290178,62",21%%,BE,IT,Reimbursement
000226216453,3962,2019/02/07,2026-12-32,"May 35, 2026",Oy SpA Trading,ES,ESLA ESLA,"Sarl , Oy , Global , GmbH , Partners --",USA,CAOO8Y6O68VAT,E_U_R,GBP 339753.31,-873867.67,-2.572065212135074,NLD ,???,😀Office supplies₹
000906715061,448,2017-01-17,20210602,18-Aug-2020,Partners & BV Inc,AE,£AERD1GRU48V4HZ,Co  Global  S.A.  GmbH,BRA,L3A52U9IBJM-OF8,GBP,ten%,   123   ,"21,0%",India,FR,Rounding diff
0685053159,2826,14.11.2017,"""02/03/2024",,"Limited , Holdings , Limited",US,USDYM2AXXU,"&
K.K.
Limited
GmbH",Netherland,,EUR,N/A,one hundred,5.0%,  ,Netherland,Manual journal entry | 6zV4hVxgj K
[:,ZI,08-05-26,"May 35, 2026",05/12/2022,"Inc
Global
Partners
Sarl
Trading'",IN,,🚀¥🚀Co B.V. S.A. Limited GmbH€,NO,3VOHV5,NOK,ten%,1e309,0.07,IN,United Kingdom,Consulting services
89040796,2zJgfB,9999-99-99,   ,08-05-26,CM5e-b0sV2/rKzJ-PuR,DE,V1MTMI-TCGSQ40M,B.V. S.A. K.K. LLC Holdings,CAN,PL-21857605889453-B, USD,"£- 123,45",-434155584387.6383,,ES,BE,Intra-EU acquisition | cJ9ES4uuhCHpZjK
cpnhX6q9cqZUE,RzRstu,20-Jan-2022,2017/04/09Z,2026-11-02,LLC LLC K.K. --,CAN,SGJP6U,S.A. Oy Co,IND,I,CHF,"""123.45""",--123,9999,ZA,IN,Freight charges
000153380863,QcoD1,11/04/2021,2022/04/10,2026-2-30,Global  Holdings  BV  SpA  Oy,BE,BEUALCKEPP BEUALCKEPP,& & Oy & S.A.,PL,PL7O,CNY,"288812,13",60650.55,"21,0%",IN,Netherland,"🚀Adjustment / credit notecomma,inside🚀¥₹"
"$&.:}@.[{,?!",69,29/02/2025,2026/99/01,05.06.2015,Oy K.K. Oy CoOy K.K. Oy CoOy K.K. Oy CoOy K.K. Oy CoOy K.K. Oy CoOy K.K. Oy Co,XX,XX17UNJ8I6GBQ0,"NV
Partners
Co
LLCNV
Partners
Co
LLC",AU,AU0EHJ@8OV4CECXW,CAD,374985.24,€78746.90,"0,21",???,JP,"Office suppliescomma,inside"
(&%*<#{*(,-1,2023/09/10,02/12/2026,2005/02/02,"Partners , NV , Global , Limited",XX,XXKKILVDWL0FK7GP,Co Limited PartnersCo Limited Partners,BE,"BETBP85EW93VPUBT",CAD,0.0006232889964196519,   123   ,0.1,India,Canada,Intra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisition
](^>@?$*!;,rF,22.12.1958,23-Nov-2019,2026-05-08T25:61:61,LLC Global BV Inc Holdings,PL,PL275MPO50L6,,AE,QT43S_15T,CHF,34815.97,34815.97,100,GB,ZAF,"Exempt supply | XLMmEMDnfu76Hn6nWvBDPm2ciFkyGst76fagSHZOnT6Rv0W BfWline
break"
0646753030,360,06/04/2015,2020/10/20,04/05/2027 (local),"€	Holdings SpA",BE,	€£BEZJUWRQWQ78OJLK9SUVFU,Holdings Partners Global,JP,EVAT,INR,129312.26,€-612190.09,-4.734195330129037,IND,GB,Adjustment / credit note
i69DIFk5hANZbolj,lYN3Y,2022-04-03 18:59:06,null,2026-05-08T25:61:61,,JP,F,   ,AU,DNGGJ7_9K,EUR,-Infinity,"1,2,3",0.19,DE,BR,Adjustment / credit note;DROP TABLE T;
0059457251,469,N/A,2026-01-28,2021-08-01 GMT+2,NV Sarl &,NL,NLN08NKPG1DVS7Y5VAT,DCicAXAN3/SIf2PTyYgBllXswh9AU0UQOUns,XX,O60J/T.-YSTE._K,NOK,-737260984809.3936,-41112958424.84,5.576445691172652,Netherland,FR,Reverse charge applies
000913193895,353,2022-08-01,2026/12/24,12/09/2025 (local),Trading  BV  TradingTrading  BV  TradingTrading  BV  Trading,🇳🇱,K12_Q.E89HMW6DN,K.K. GmbH GmbH B.V. Co,Nederland,,CHF,438331.64,21922.98,0.05,BE,Netherlands,Reimbursement | HoTzGs7MWy nKqT1UIziSa6dEvbNNGHnfBFnUaLt GBivKVprf 85GOOIWtab	inside
|(>;}/;\{@%,212,07/02/2015,,20040901 UTC,"¥€Co Co€®",ZA,Z,"BV LLC Holdings,",FR,FR4VM1W3QS,CAD,"USD 20489,05",1024.45,0.05,???,AU,Rounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diff
47678638,49.5,09/13/2022,08-05-26,2027-03-19Z,"¥£Co Oy
",BR,BRZGOD9SKX0S5C,"		£K.K. Holdings BV Holdings""😀₹🚀",GB,GB3392221970MM,EUR,ten%,314954.57,0,Holland,,Consulting services
).:,387,31/02/2026,1975-05-26,16.09.2022 UTC,Sarl GmbH Inc Oy,ZA,ZA2QVAT,B.V. Oy OR 1=1,Germany,"😀S",USD,425.372.76,287251.04,0.19,SE,???,Export zero-rated
*.\^.&|![/*,11.42,00/00/0000,2026/99/01,13/13/2013,Limited B.V.,ITA,ZI1BU8/.19ER5IUVAT,K.K. SpA',CAN,P8./O7TEW,CNY,239765.86,0.00,0,BEL,Nederland,
>..(,K7,20040701,2016-09-22Z,2020-11-17 15:14:27,Global & B.V. B.V.Global & B.V. B.V.Global & B.V. B.V.Global & B.V. B.V.Global & B.V. B.V.,UAE,HAPQ5DJ/G,"NV , NV",Holland,JP3VVODKQGGAKR,EUR,566979300690.9307,119065653144.62,21%%,CN,SE,"£Adjustment / credit noteline
break
"
&|*(),255,9999-99-99,2026-05-08 23:06:04Z,2016-02-13 19:14:14,"SpA
HoldingsSpA
HoldingsSpA
HoldingsSpA
HoldingsSpA
HoldingsSpA
Holdings",IE,₹¥IED5X8SUMDFL8P,"Co , & , K.K.",ARE,9B-R/FS9QE0TXK_VAT,USD,"213338,20",14936.51,0.07,N L,CN,Export zero-rated
{]*$(?&/@%:, ,09/19/1978,08-05-26,20220328,& Limited NV& Limited NV& Limited NV& Limited NV& Limited NV& Limited NV,US,USZK,"™₹Global K.K. Trading Co Partners,™€",Brazil,2RL7R8,INR,"453,149.20??",12..34,0.25,Canada,AE,Reimbursement
000296735563, ,2016-03-14 12:44:19,00/00/0000,2026/99/01,NV Trading GmbH,Sweden,IX/5R/S_FDY1ZPL,Trading  Trading,ES,es73076367040353,AUD,"246806,48",49361.30,20.0%,ESP,IT,Reimbursement
000536383090,157,25-Aug-2015,,2024/01/15,"Trading Co Holdings & NV""",N L,UNKNOWN,Limited Trading'Limited Trading'Limited Trading'Limited Trading'Limited Trading'Limited Trading',NO,UY0WSX,JPY,"98385,54",466657.45,-,JP,BR,Adjustment / credit note | 4AKMGjFsxYpZdiwTc8OmVpNCHwsvaZl1aQBtzOimJCaJv
])|,,20181117,05.10.2017,2019-09-27,,CA,™©£CA7SUILM2XIQHOGT2F6ZBX,"£€Co	BV OR 1=1¥😀",Holland,FR9H0GV3OYQS9F9H4MXFRP, USD,"498591,61",one hundred,21.0%,AU,China, 
TXN-JMs5Febh8,16,"""2021-07-12 GMT+2",2026-05-08T25:61:61,01/02/1981,©Co Co Co S.A.£,GB,,Co LimitedCo LimitedCo LimitedCo LimitedCo LimitedCo Limited,N L,ONZU19.FDZTM2W5,,436300.00,1e309,VAT21,IN,ES, 
0049475397,6ey,30/05/2019,2021-04-11,"May 35, 2026",S.A.  SpA  SpA,IT,IT36987720,€Co Holdings Trading K.K.,,VATCN8IOMBAZSNGVG6B534LWS,PLN,360111.99,36011.20,0.1,Canada,PL,Intra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisitionIntra-EU acquisition
0837783589,lx,2025-09-02,2082/12/20 +02:00,08-05-26,5dQn19s/QcETrVdfVtbNNyiMWtdOeaS5vmVz,Spain,DEMUKKW,"Co
S.A.",Germnay,G3RY73VAT,0,-453064933743.76465,628278113940.6167, 0.2100 ,US,IT,Manual journal entry | 2dUTZgmzb63kmCs3KpLnUDw8DwS7 euELl5ZcOjfB
0205346430,80,26.12.2023,04/08/1900,2026-12-32,"BV
Holdings
GmbH
S.A.",CA,	CA1QVAT,"NV Co B.V.😀€",United States,PL60258,GBP,403897.17 ,36350.75,0.09,???,Spain,Freight charges
?@)$:;,111,2041-12-04,2016/12/28,2026.05.08.12.99.00,Co	SpA	Global	Global,BEL,PL89304220S89304220,,India,VATITF73PGY6F5H,PLN,   123   ,87741.42,VAT21,JP,Nederland,Software license
HJMQG6pFbEZLUv,373,09/07/2025,2026-04-31,N/A,	Inc Global Co &™😀¥,DE,DE22309374LR7,"BV
GmbH",NO,NOXQS4CTQOOTJR,USD,290702732028.6112,0.00,0.0%,AE,Holland,Adjustment / credit note
0622984940,zero,2026-05-08T25:61:61,2026-13-01,02/02/2025,,Holland,INCY0XF72D,Holdings Inc S.A. SpA,Nederland, ,INR,174763.80,15728.74,9.0,FR,IN,Exempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	insideExempt supplytab	inside
208174390,392,2026.05.08.12.99.00,07/11/2025,2026-04-31,"Oy , Oy , B.V.",IT,IT1QRGKSYPZNV9LVVAT,"Partners  Sarl  Global  &""",IT,10LKQS,EUR,"297596,70",20831.77,0.07,POL,CAN,Office suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice supplies
